cell,leiden_final
2582,Enterocyte (Mid Villus)
2583,Paneth
2584,Stromal
2585,Enterocyte (Mid Villus)
2586,Stem + TA
2587,Stem + TA
2588,Removed
2589,Macrophage + DC
2590,Enterocyte (Mid Villus)
2591,Removed
2592,Enterocyte (Mid Villus)
2593,Stem + TA
2594,Smooth Muscle
2595,Goblet
2596,Paneth
2597,Enterocyte (Mid Villus)
2598,Paneth
2599,Goblet
2600,Stromal
2601,Enterocyte (Mid Villus)
2602,Stromal
2603,Stem + TA
2604,Paneth
2605,Stem + TA
2606,T (CD4+)
2607,Goblet
2608,Smooth Muscle
2609,B (Plasma)
2610,Stem + TA
2611,Enterocyte (Bottom Villus)
2612,ICC
2613,Stem + TA
2614,Enterocyte (Bottom Villus)
2615,B (Plasma)
2616,Macrophage + DC
2617,Stromal
2618,T (CD8+)
2619,Macrophage + DC
2620,Macrophage + DC
2621,T (CD8+)
2622,B (Plasma)
2623,Smooth Muscle
2624,Paneth
2625,Enterocyte (Top Villus)
2626,Enterocyte (Mid Villus)
2627,Enterocyte (Mid Villus)
2628,T (CD4+)
2629,Stromal
2630,Stem + TA
2631,T (CD4+)
2632,Enterocyte (Bottom Villus)
2633,Enterocyte (Mid Villus)
2634,Stromal
2635,Enterocyte (Mid Villus)
2636,Enterocyte (Bottom Villus)
2637,Smooth Muscle
2638,Stromal
2639,B (Plasma)
2640,Enterocyte (Mid Villus)
2641,Removed
2642,B (Plasma)
2643,Endothelial
2644,Enterocyte (Mid Villus)
2645,Stem + TA
2646,Stem + TA
2647,Paneth
2648,Enterocyte (Bottom Villus)
2649,Stem + TA
2650,Enterocyte (Mid Villus)
2651,Enterocyte (Bottom Villus)
2652,Enterocyte (Mid Villus)
2653,Paneth
2654,Enterocyte (Mid Villus)
2655,B (Plasma)
2656,Enterocyte (Mid Villus)
2657,Enterocyte (Top Villus)
2658,B (Plasma)
2659,Enterocyte (Mid Villus)
2660,Macrophage + DC
2661,Macrophage + DC
2662,Endothelial
2663,Paneth
2664,Macrophage + DC
2665,Enterocyte (Bottom Villus)
2666,Enterocyte (Mid Villus)
2667,Enterocyte (Mid Villus)
2668,Stromal
2669,Paneth
2670,"B (Follicular, Circulating)"
2671,Enterocyte (Mid Villus)
2672,Endothelial
2673,Macrophage + DC
2674,Macrophage + DC
2675,B (Plasma)
2676,Enterocyte (Mid Villus)
2677,B (Plasma)
2678,Smooth Muscle
2679,Enterocyte (Mid Villus)
2680,Stem + TA
2681,B (Plasma)
2682,Smooth Muscle
2683,Enterocyte (Bottom Villus)
2684,Macrophage + DC
2685,Enterocyte (Mid Villus)
2686,Stromal
2687,Enterocyte (Bottom Villus)
2688,Telocyte
2689,Enterocyte (Bottom Villus)
2690,B (Plasma)
2691,Macrophage + DC
2692,Stromal
2693,Enterocyte (Mid Villus)
2694,Stem + TA
2695,Smooth Muscle
2696,Macrophage + DC
2697,T (CD4+)
2698,Stromal
2699,B (Plasma)
2700,Goblet
2701,Endothelial
2702,Endothelial
2703,Enterocyte (Top Villus)
2704,Enterocyte (Bottom Villus)
2705,Macrophage + DC
2706,B (Plasma)
2707,B (Plasma)
2708,B (Plasma)
2709,Macrophage + DC
2710,B (Plasma)
2711,Stromal
2712,Stromal
2713,Enterocyte (Mid Villus)
2714,"B (Follicular, Circulating)"
2715,Enterocyte (Mid Villus)
2716,Enterocyte (Mid Villus)
2717,B (Plasma)
2718,Enterocyte (Bottom Villus)
2719,Enterocyte (Mid Villus)
2720,Enterocyte (Mid Villus)
2721,Paneth
2722,Enterocyte (Top Villus)
2723,Telocyte
2724,Removed
2725,Smooth Muscle
2726,B (Plasma)
2727,Paneth
2728,Stem + TA
2729,Pericyte
2730,B (Plasma)
2731,Stromal
2732,Telocyte
2733,Enterocyte (Bottom Villus)
2734,Stromal
2735,Enterocyte (Mid Villus)
2736,Enterocyte (Bottom Villus)
2737,Enterocyte (Mid Villus)
2738,Stromal
2739,Stromal
2740,B (Plasma)
2741,Endothelial
2742,Macrophage + DC
2743,Enterocyte (Mid Villus)
2744,Enterocyte (Bottom Villus)
2745,Goblet
2746,Enterocyte (Mid Villus)
2747,Enterocyte (Top Villus)
2748,Enterocyte (Mid Villus)
2749,Smooth Muscle
2750,Stromal
2751,Enterocyte (Bottom Villus)
2752,Goblet
2753,B (Plasma)
2754,B (Plasma)
2755,Stem + TA
2756,Enterocyte (Mid Villus)
2757,B (Plasma)
2758,Stem + TA
2759,Paneth
2760,B (Plasma)
2761,Macrophage + DC
2762,Paneth
2763,B (Plasma)
2764,B (Plasma)
2765,Enterocyte (Mid Villus)
2766,T (CD8+)
2767,T (CD4+)
2768,Pericyte
2769,Stromal
2770,Enterocyte (Top Villus)
2771,Stromal
2772,Stem + TA
2773,Enterocyte (Mid Villus)
2774,"B (Follicular, Circulating)"
2775,Stromal
2776,Enterocyte (Bottom Villus)
2777,"B (Follicular, Circulating)"
2778,B (Plasma)
2779,Macrophage + DC
2780,Stem + TA
2781,T (CD8+)
2782,Enterocyte (Bottom Villus)
2783,Enterocyte (Bottom Villus)
2784,B (Plasma)
2785,Telocyte
2786,Enterocyte (Top Villus)
2787,Endothelial
2788,Enterocyte (Bottom Villus)
2789,Endothelial
2790,Endothelial
2791,Macrophage + DC
2792,Paneth
2793,Stem + TA
2794,Stromal
2795,Macrophage + DC
2796,Enterocyte (Mid Villus)
2797,Stromal
2798,Stromal
2799,Goblet
2800,Stem + TA
2801,Paneth
2802,Stromal
2803,Enterocyte (Mid Villus)
2804,Tuft
2805,Smooth Muscle
2806,T (CD8+)
2807,T (CD4+)
2808,Enterocyte (Bottom Villus)
2809,Endothelial
2810,B (Plasma)
2811,Endothelial
2812,Macrophage + DC
2813,Stromal
2814,Endothelial
2815,Enterocyte (Mid Villus)
2816,T (CD8+)
2817,Goblet
2818,Enterocyte (Bottom Villus)
2819,B (Plasma)
2820,Enterocyte (Mid Villus)
2821,Stem + TA
2822,Removed
2823,Endothelial
2824,Enterocyte (Bottom Villus)
2825,Removed
2826,B (Plasma)
2827,Stem + TA
2828,Enterocyte (Top Villus)
2829,Enterocyte (Top Villus)
2830,Macrophage + DC
2831,Endothelial
2832,Enterocyte (Mid Villus)
2833,B (Plasma)
2834,Enterocyte (Mid Villus)
2835,Stem + TA
2836,Stromal
2837,B (Plasma)
2838,Enterocyte (Top Villus)
2839,Enterocyte (Top Villus)
2840,Enterocyte (Bottom Villus)
2841,Stromal
2842,Stromal
2843,B (Plasma)
2844,Enterocyte (Top Villus)
2845,B (Plasma)
2846,Stem + TA
2847,Removed
2848,Enterocyte (Bottom Villus)
2849,Stromal
2850,B (Plasma)
2851,"B (Follicular, Circulating)"
2852,Enterocyte (Mid Villus)
2853,Endothelial
2854,B (Plasma)
2855,Enterocyte (Bottom Villus)
2856,Macrophage + DC
2857,Enterocyte (Bottom Villus)
2858,B (Plasma)
2859,Stromal
2860,Macrophage + DC
2861,Enterocyte (Mid Villus)
2862,T (CD8+)
2863,Enterocyte (Mid Villus)
2864,T (CD4+)
2865,Removed
2866,Endothelial
2867,Macrophage + DC
2868,Enterocyte (Bottom Villus)
2869,Stem + TA
2870,Enterocyte (Mid Villus)
2871,Macrophage + DC
2872,Stem + TA
2873,Macrophage + DC
2874,T (CD8+)
2875,B (Plasma)
2876,Paneth
2877,Stromal
2878,B (Plasma)
2879,Removed
2880,Enterocyte (Mid Villus)
2881,Enterocyte (Mid Villus)
2882,Macrophage + DC
2883,Enterocyte (Mid Villus)
2884,Enterocyte (Mid Villus)
2885,Endothelial
2886,Stromal
2887,Enterocyte (Mid Villus)
2888,Enterocyte (Top Villus)
2889,Enterocyte (Top Villus)
2890,Removed
2891,T (CD4+)
2892,"B (Follicular, Circulating)"
2893,B (Plasma)
2894,Enterocyte (Top Villus)
2895,Stromal
2896,Stem + TA
2897,Goblet
2898,B (Plasma)
2899,Stem + TA
2900,Macrophage + DC
2901,Goblet
2902,Enterocyte (Top Villus)
2903,B (Plasma)
2904,T (CD4+)
2905,Macrophage + DC
2906,B (Plasma)
2907,Enterocyte (Top Villus)
2908,Enterocyte (Mid Villus)
2909,Enterocyte (Bottom Villus)
2910,Enterocyte (Mid Villus)
2911,Stromal
2912,Enterocyte (Bottom Villus)
2913,Removed
2914,Enterocyte (Mid Villus)
2915,Removed
2916,B (Plasma)
2917,Enterocyte (Mid Villus)
2918,Pericyte
2919,Removed
2920,Enterocyte (Mid Villus)
2921,B (Plasma)
2922,Macrophage + DC
2923,Goblet
2924,Enterocyte (Mid Villus)
2925,Paneth
2926,Removed
2927,T (CD8+)
2928,Telocyte
2929,Enterocyte (Mid Villus)
2930,Enterocyte (Mid Villus)
2931,Enterocyte (Mid Villus)
2932,Smooth Muscle
2933,Enterocyte (Top Villus)
2934,Macrophage + DC
2935,Macrophage + DC
2936,B (Plasma)
2937,Stromal
2938,Macrophage + DC
2939,Pericyte
2940,Pericyte
2941,Macrophage + DC
2942,Goblet
2943,Enterocyte (Mid Villus)
2944,Paneth
2945,Macrophage + DC
2946,Removed
2947,Stem + TA
2948,Stem + TA
2949,Enterocyte (Bottom Villus)
2950,Stromal
2951,Macrophage + DC
2952,Macrophage + DC
2953,T (CD8+)
2954,Goblet
2955,Enterocyte (Mid Villus)
2956,Enterocyte (Top Villus)
2957,Stromal
2958,Enterocyte (Top Villus)
2959,Paneth
2960,Enterocyte (Mid Villus)
2961,B (Plasma)
2962,Macrophage + DC
2963,Pericyte
2964,Endothelial
2965,B (Plasma)
2966,Paneth
2967,Enterocyte (Bottom Villus)
2968,Paneth
2969,Endothelial
2970,T (CD4+)
2971,Enterocyte (Mid Villus)
2972,Removed
2973,B (Plasma)
2974,B (Plasma)
2975,Enterocyte (Mid Villus)
2976,Goblet
2977,Enterocyte (Bottom Villus)
2978,Enterocyte (Mid Villus)
2979,Smooth Muscle
2980,Removed
2981,Macrophage + DC
2982,B (Plasma)
2983,Enterocyte (Mid Villus)
2984,Pericyte
2985,Enterocyte (Top Villus)
2986,Paneth
2987,Macrophage + DC
2988,Enterocyte (Mid Villus)
2989,T (CD8+)
2990,Stem + TA
2991,B (Plasma)
2992,Goblet
2993,Macrophage + DC
2994,Enterocyte (Top Villus)
2995,Enterocyte (Top Villus)
2996,Enterocyte (Mid Villus)
2997,Enterocyte (Bottom Villus)
2998,Macrophage + DC
2999,Stromal
3000,Enterocyte (Bottom Villus)
3001,Goblet
3002,Goblet
3003,Enterocyte (Mid Villus)
3004,B (Plasma)
3005,Macrophage + DC
3006,B (Plasma)
3007,B (Plasma)
3008,Macrophage + DC
3009,Endothelial
3010,Enterocyte (Top Villus)
3011,T (CD8+)
3012,Stromal
3013,Enterocyte (Mid Villus)
3014,Enterocyte (Top Villus)
3015,Macrophage + DC
3016,Enterocyte (Bottom Villus)
3017,Enterocyte (Bottom Villus)
3018,Enterocyte (Mid Villus)
3019,Enterocyte (Mid Villus)
3020,Enterocyte (Mid Villus)
3021,Enterocyte (Top Villus)
3022,Paneth
3023,Stem + TA
3024,Enterocyte (Mid Villus)
3025,Stem + TA
3026,Removed
3027,B (Plasma)
3028,B (Plasma)
3029,Macrophage + DC
3030,Stem + TA
3031,B (Plasma)
3032,Enterocyte (Mid Villus)
3033,Enterocyte (Mid Villus)
3034,Enterocyte (Top Villus)
3035,Stromal
3036,Stromal
3037,Enterocyte (Bottom Villus)
3038,Enterocyte (Top Villus)
3039,Stromal
3040,Macrophage + DC
3041,Enterocyte (Mid Villus)
3042,Enterocyte (Bottom Villus)
3043,Goblet
3044,B (Plasma)
3045,T (CD8+)
3046,Stem + TA
3047,Stromal
3048,Removed
3049,Enterocyte (Mid Villus)
3050,Macrophage + DC
3051,Enterocyte (Top Villus)
3052,Enterocyte (Bottom Villus)
3053,Goblet
3054,Goblet
3055,Enterocyte (Mid Villus)
3056,Goblet
3057,Stromal
3058,B (Plasma)
3059,Endothelial
3060,Goblet
3061,T (CD8+)
3062,Enterocyte (Mid Villus)
3063,Stem + TA
3064,Paneth
3065,Stem + TA
3066,Removed
3067,Enterocyte (Top Villus)
3068,Enterocyte (Bottom Villus)
3069,Paneth
3070,Tuft
3071,T (CD4+)
3072,B (Plasma)
3073,Stromal
3074,Stem + TA
3075,Stem + TA
3076,Macrophage + DC
3077,Enterocyte (Mid Villus)
3078,Enterocyte (Mid Villus)
3079,Enterocyte (Bottom Villus)
3080,Enterocyte (Top Villus)
3081,Removed
3082,Enterocyte (Mid Villus)
3083,Pericyte
3084,Enterocyte (Mid Villus)
3085,Enterocyte (Bottom Villus)
3086,Goblet
3087,Paneth
3088,Enterocyte (Top Villus)
3089,Goblet
3090,Stem + TA
3091,Enterocyte (Top Villus)
3092,Goblet
3093,T (CD4+)
3094,Removed
3095,Stem + TA
3096,B (Plasma)
3097,Removed
3098,Macrophage + DC
3099,Paneth
3100,Enterocyte (Mid Villus)
3101,Removed
3102,Enterocyte (Top Villus)
3103,Enterocyte (Mid Villus)
3104,B (Plasma)
3105,Stem + TA
3106,Enterocyte (Mid Villus)
3107,Removed
3108,B (Plasma)
3109,Removed
3110,Enterocyte (Mid Villus)
3111,T (CD4+)
3112,Enterocyte (Mid Villus)
3113,Enterocyte (Mid Villus)
3114,Stem + TA
3115,B (Plasma)
3116,B (Plasma)
3117,Goblet
3118,Enterocyte (Mid Villus)
3119,Removed
3120,Enterocyte (Mid Villus)
3121,Enterocyte (Top Villus)
3122,Stem + TA
3123,Removed
3124,B (Plasma)
3125,Macrophage + DC
3126,Paneth
3127,Macrophage + DC
3128,Paneth
3129,T (CD8+)
3130,Enterocyte (Bottom Villus)
3131,Stem + TA
3132,Stem + TA
3133,Removed
3134,Removed
3135,Enterocyte (Mid Villus)
3136,Stem + TA
3137,T (CD4+)
3138,Enterocyte (Mid Villus)
3139,Enterocyte (Mid Villus)
3140,Goblet
3141,Enterocyte (Mid Villus)
3142,Enterocyte (Mid Villus)
3143,Enterocyte (Mid Villus)
3144,Enterocyte (Mid Villus)
3145,Enterocyte (Top Villus)
3146,Stem + TA
3147,Pericyte
3148,Enterocyte (Top Villus)
3149,Paneth
3150,Enterocyte (Bottom Villus)
3151,T (CD8+)
3152,Stromal
3153,T (CD8+)
3154,Macrophage + DC
3155,Enterocyte (Bottom Villus)
3156,Macrophage + DC
3157,Stem + TA
3158,Enterocyte (Mid Villus)
3159,B (Plasma)
3160,Paneth
3161,B (Plasma)
3162,B (Plasma)
3163,Enterocyte (Mid Villus)
3164,Removed
3165,Stem + TA
3166,Enterocyte (Mid Villus)
3167,Endothelial
3168,Pericyte
3169,T (CD4+)
3170,Macrophage + DC
3171,Stromal
3172,Paneth
3173,T (CD4+)
3174,Enterocyte (Bottom Villus)
3175,Smooth Muscle
3176,Removed
3177,Macrophage + DC
3178,Removed
3179,Enterocyte (Bottom Villus)
3180,B (Plasma)
3181,Endothelial
3182,Enterocyte (Mid Villus)
3183,Enterocyte (Mid Villus)
3184,Stem + TA
3185,Goblet
3186,Goblet
3187,Enterocyte (Mid Villus)
3188,Macrophage + DC
3189,Enterocyte (Mid Villus)
3190,B (Plasma)
3191,Enterocyte (Mid Villus)
3192,Enterocyte (Mid Villus)
3193,Enterocyte (Mid Villus)
3194,Macrophage + DC
3195,B (Plasma)
3196,Macrophage + DC
3197,Macrophage + DC
3198,T (CD8+)
3199,Enterocyte (Mid Villus)
3200,Endothelial
3201,Enterocyte (Bottom Villus)
3202,T (CD8+)
3203,Removed
3204,Enterocyte (Mid Villus)
3205,Removed
3206,Enterocyte (Bottom Villus)
3207,Stem + TA
3208,Removed
3209,Enterocyte (Mid Villus)
3210,Enterocyte (Mid Villus)
3211,Goblet
3212,Enterocyte (Bottom Villus)
3213,Macrophage + DC
3214,T (CD4+)
3215,Stem + TA
3216,T (CD4+)
3217,Enterocyte (Mid Villus)
3218,Enterocyte (Bottom Villus)
3219,T (CD8+)
3220,T (CD8+)
3221,Enterocyte (Mid Villus)
3222,Goblet
3223,Enterocyte (Top Villus)
3224,Goblet
3225,Stem + TA
3226,Stem + TA
3227,T (CD8+)
3228,Endothelial
3229,Paneth
3230,Macrophage + DC
3231,Enterocyte (Mid Villus)
3232,Stromal
3233,Enterocyte (Bottom Villus)
3234,Enterocyte (Bottom Villus)
3235,Enterocyte (Bottom Villus)
3236,Macrophage + DC
3237,Enterocyte (Mid Villus)
3238,Enterocyte (Bottom Villus)
3239,Enterocyte (Mid Villus)
3240,Stem + TA
3241,Enterocyte (Mid Villus)
3242,Enterocyte (Mid Villus)
3243,Enterocyte (Bottom Villus)
3244,Enterocyte (Mid Villus)
3245,Enterocyte (Mid Villus)
3246,T (CD8+)
3247,Enterocyte (Top Villus)
3248,Enterocyte (Bottom Villus)
3249,Macrophage + DC
3250,Enterocyte (Top Villus)
3251,Enterocyte (Mid Villus)
3252,Enterocyte (Mid Villus)
3253,Enterocyte (Mid Villus)
3254,B (Plasma)
3255,Enterocyte (Mid Villus)
3256,Stem + TA
3257,Goblet
3258,Stem + TA
3259,T (CD4+)
3260,Removed
3261,Enterocyte (Top Villus)
3262,Stromal
3263,B (Plasma)
3264,Enterocyte (Bottom Villus)
3265,Enterocyte (Mid Villus)
3266,B (Plasma)
3267,Enterocyte (Mid Villus)
3268,Stem + TA
3269,Macrophage + DC
3270,Stem + TA
3271,B (Plasma)
3272,T (CD8+)
3273,Enterocyte (Top Villus)
3274,Stem + TA
3275,Enterocyte (Top Villus)
3276,B (Plasma)
3277,Goblet
3278,Goblet
3279,Stem + TA
3280,Removed
3281,Stem + TA
3282,Pericyte
3283,Stem + TA
3284,Endothelial
3285,T (CD8+)
3286,Stromal
3287,Paneth
3288,T (CD4+)
3289,Enterocyte (Mid Villus)
3290,Goblet
3291,T (CD8+)
3292,Endothelial
3293,Enterocyte (Bottom Villus)
3294,Goblet
3295,Stem + TA
3296,Enterocyte (Bottom Villus)
3297,Pericyte
3298,Enterocyte (Bottom Villus)
3299,Stem + TA
3300,Removed
3301,Enterocyte (Top Villus)
3302,Enterocyte (Mid Villus)
3303,Pericyte
3304,Telocyte
3305,Enterocyte (Top Villus)
3306,T (CD4+)
3307,Stem + TA
3308,Removed
3309,B (Plasma)
3310,Stromal
3311,Enterocyte (Mid Villus)
3312,Stem + TA
3313,Enterocyte (Mid Villus)
3314,Enterocyte (Mid Villus)
3315,T (CD4+)
3316,Stem + TA
3317,Macrophage + DC
3318,Enterocyte (Mid Villus)
3319,Goblet
3320,Goblet
3321,T (CD4+)
3322,T (CD8+)
3323,Enterocyte (Mid Villus)
3324,Enterocyte (Bottom Villus)
3325,Goblet
3326,Enterocyte (Mid Villus)
3327,B (Plasma)
3328,Goblet
3329,Endothelial
3330,Enterocyte (Mid Villus)
3331,Enterocyte (Mid Villus)
3332,Macrophage + DC
3333,Stromal
3334,Stem + TA
3335,B (Plasma)
3336,Stromal
3337,Removed
3338,Enterocyte (Mid Villus)
3339,Macrophage + DC
3340,Enterocyte (Mid Villus)
3341,T (CD4+)
3342,Endothelial
3343,B (Plasma)
3344,Stem + TA
3345,Stromal
3346,Macrophage + DC
3347,Enterocyte (Mid Villus)
3348,Stem + TA
3349,Enterocyte (Bottom Villus)
3350,Stem + TA
3351,Stem + TA
3352,Enterocyte (Top Villus)
3353,Enterocyte (Top Villus)
3354,Goblet
3355,Endothelial
3356,T (CD4+)
3357,Goblet
3358,B (Plasma)
3359,Stem + TA
3360,T (CD8+)
3361,Enterocyte (Mid Villus)
3362,Stromal
3363,Enterocyte (Top Villus)
3364,B (Plasma)
3365,T (CD4+)
3366,Enterocyte (Mid Villus)
3367,Enterocyte (Mid Villus)
3368,Enterocyte (Mid Villus)
3369,Enterocyte (Mid Villus)
3370,Stem + TA
3371,Stem + TA
3372,Goblet
3373,T (CD8+)
3374,Goblet
3375,Endothelial
3376,Macrophage + DC
3377,T (CD4+)
3378,Stem + TA
3379,Enterocyte (Mid Villus)
3380,Enterocyte (Top Villus)
3381,Stromal
3382,Stem + TA
3383,Enterocyte (Mid Villus)
3384,Stem + TA
3385,Goblet
3386,T (CD4+)
3387,Macrophage + DC
3388,Enterocyte (Mid Villus)
3389,Enterocyte (Mid Villus)
3390,Removed
3391,Stromal
3392,Enterocyte (Mid Villus)
3393,Enterocyte (Bottom Villus)
3394,Enterocyte (Mid Villus)
3395,Enterocyte (Mid Villus)
3396,Enterocyte (Bottom Villus)
3397,Goblet
3398,Enterocyte (Mid Villus)
3399,Stromal
3400,Macrophage + DC
3401,Stem + TA
3402,Enterocyte (Mid Villus)
3403,Macrophage + DC
3404,Enterocyte (Mid Villus)
3405,B (Plasma)
3406,Enterocyte (Mid Villus)
3407,T (CD4+)
3408,Enterocyte (Mid Villus)
3409,Removed
3410,Removed
3411,B (Plasma)
3412,Enterocyte (Mid Villus)
3413,Stem + TA
3414,Enterocyte (Mid Villus)
3415,Paneth
3416,Telocyte
3417,B (Plasma)
3418,Stem + TA
3419,Stromal
3420,Enterocyte (Mid Villus)
3421,Goblet
3422,Paneth
3423,B (Plasma)
3424,Enterocyte (Mid Villus)
3425,Tuft
3426,Macrophage + DC
3427,Enterocyte (Mid Villus)
3428,B (Plasma)
3429,Tuft
3430,Enterocyte (Bottom Villus)
3431,Paneth
3432,Enterocyte (Bottom Villus)
3433,B (Plasma)
3434,Stromal
3435,Stromal
3436,Enterocyte (Mid Villus)
3437,Stem + TA
3438,B (Plasma)
3439,Stem + TA
3440,Macrophage + DC
3441,Macrophage + DC
3442,Enterocyte (Bottom Villus)
3443,Enterocyte (Bottom Villus)
3444,Macrophage + DC
3445,Enterocyte (Mid Villus)
3446,Goblet
3447,Enterocyte (Mid Villus)
3448,T (CD8+)
3449,Enterocyte (Mid Villus)
3450,B (Plasma)
3451,Stem + TA
3452,Goblet
3453,Removed
3454,Stem + TA
3455,Enterocyte (Bottom Villus)
3456,B (Plasma)
3457,Stromal
3458,Stem + TA
3459,Goblet
3460,Macrophage + DC
3461,Enterocyte (Mid Villus)
3462,Stem + TA
3463,Goblet
3464,Goblet
3465,Enterocyte (Mid Villus)
3466,Enterocyte (Mid Villus)
3467,Macrophage + DC
3468,Enterocyte (Mid Villus)
3469,Stem + TA
3470,Enterocyte (Mid Villus)
3471,Goblet
3472,Enterocyte (Mid Villus)
3473,Stem + TA
3474,Goblet
3475,Stem + TA
3476,B (Plasma)
3477,Paneth
3478,T (CD8+)
3479,Paneth
3480,Stem + TA
3481,Enterocyte (Mid Villus)
3482,Enterocyte (Mid Villus)
3483,Macrophage + DC
3484,Stem + TA
3485,Enterocyte (Mid Villus)
3486,Enterocyte (Bottom Villus)
3487,Enterocyte (Bottom Villus)
3488,Stromal
3489,Enterocyte (Mid Villus)
3490,Paneth
3491,T (CD4+)
3492,T (CD4+)
3493,Enterocyte (Bottom Villus)
3494,B (Plasma)
3495,Stromal
3496,Enterocyte (Mid Villus)
3497,Enterocyte (Mid Villus)
3498,B (Plasma)
3499,Enterocyte (Mid Villus)
3500,Endothelial
3501,Stem + TA
3502,T (CD8+)
3503,Enterocyte (Mid Villus)
3504,T (CD4+)
3505,Enterocyte (Mid Villus)
3506,Goblet
3507,Stem + TA
3508,Goblet
3509,Enterocyte (Mid Villus)
3510,Enterocyte (Bottom Villus)
3511,Tuft
3512,Enterocyte (Mid Villus)
3513,Macrophage + DC
3514,Stem + TA
3515,Macrophage + DC
3516,Enterocyte (Mid Villus)
3517,Pericyte
3518,Enterocyte (Mid Villus)
3519,Enterocyte (Mid Villus)
3520,Stromal
3521,Stromal
3522,Stem + TA
3523,Enterocyte (Mid Villus)
3524,B (Plasma)
3525,Removed
3526,Enterocyte (Mid Villus)
3527,Enterocyte (Mid Villus)
3528,Enterocyte (Bottom Villus)
3529,Enterocyte (Mid Villus)
3530,T (CD8+)
3531,B (Plasma)
3532,Goblet
3533,Enterocyte (Bottom Villus)
3534,Endothelial
3535,Pericyte
3536,Goblet
3537,Stem + TA
3538,Stromal
3539,Tuft
3540,Macrophage + DC
3541,Goblet
3542,Enterocyte (Mid Villus)
3543,Enterocyte (Mid Villus)
3544,Enterocyte (Bottom Villus)
3545,B (Plasma)
3546,T (CD4+)
3547,"B (Follicular, Circulating)"
3548,Enterocyte (Mid Villus)
3549,Stem + TA
3550,Enterocyte (Mid Villus)
3551,Paneth
3552,Stem + TA
3553,Stem + TA
3554,Stem + TA
3555,T (CD4+)
3556,Removed
3557,Goblet
3558,Goblet
3559,B (Plasma)
3560,Stromal
3561,Enterocyte (Mid Villus)
3562,Endothelial
3563,Enterocyte (Mid Villus)
3564,Macrophage + DC
3565,Macrophage + DC
3566,Enterocyte (Mid Villus)
3567,Enterocyte (Bottom Villus)
3568,T (CD4+)
3569,Enterocyte (Mid Villus)
3570,Pericyte
3571,Stem + TA
3572,Enterocyte (Mid Villus)
3573,Removed
3574,Stromal
3575,Enterocyte (Mid Villus)
3576,Enterocyte (Mid Villus)
3577,Enterocyte (Mid Villus)
3578,Stem + TA
3579,Stromal
3580,T (CD4+)
3581,Stem + TA
3582,Goblet
3583,Enterocyte (Mid Villus)
3584,Enterocyte (Mid Villus)
3585,Paneth
3586,Endothelial
3587,Stromal
3588,Enterocyte (Bottom Villus)
3589,Enterocyte (Mid Villus)
3590,T (CD8+)
3591,Enterocyte (Mid Villus)
3592,Enterocyte (Mid Villus)
3593,Removed
3594,Goblet
3595,B (Plasma)
3596,Enterocyte (Mid Villus)
3597,Enterocyte (Top Villus)
3598,Enterocyte (Bottom Villus)
3599,Macrophage + DC
3600,B (Plasma)
3601,Enterocyte (Top Villus)
3602,Enterocyte (Mid Villus)
3603,T (CD4+)
3604,"B (Follicular, Circulating)"
3605,Enterocyte (Top Villus)
3606,Goblet
3607,Macrophage + DC
3608,Pericyte
3609,Removed
3610,Goblet
3611,B (Plasma)
3612,Macrophage + DC
3613,Enterocyte (Bottom Villus)
3614,Enterocyte (Bottom Villus)
3615,Enterocyte (Mid Villus)
3616,T (CD8+)
3617,Enterocyte (Bottom Villus)
3618,T (CD8+)
3619,Goblet
3620,Enterocyte (Mid Villus)
3621,Enterocyte (Mid Villus)
3622,Stem + TA
3623,Stem + TA
3624,T (CD8+)
3625,Enterocyte (Mid Villus)
3626,Endothelial
3627,"B (Follicular, Circulating)"
3628,Enterocyte (Mid Villus)
3629,Enterocyte (Mid Villus)
3630,Enterocyte (Mid Villus)
3631,Enterocyte (Mid Villus)
3632,Enterocyte (Bottom Villus)
3633,Enterocyte (Mid Villus)
3634,Enterocyte (Mid Villus)
3635,Enterocyte (Top Villus)
3636,Goblet
3637,Macrophage + DC
3638,Goblet
3639,Macrophage + DC
3640,Enterocyte (Mid Villus)
3641,B (Plasma)
3642,Enterocyte (Bottom Villus)
3643,Enterocyte (Mid Villus)
3644,Enterocyte (Mid Villus)
3645,T (CD8+)
3646,Enterocyte (Mid Villus)
3647,T (CD8+)
3648,B (Plasma)
3649,Removed
3650,Enterocyte (Mid Villus)
3651,Enterocyte (Mid Villus)
3652,Enterocyte (Mid Villus)
3653,Goblet
3654,Enterocyte (Mid Villus)
3655,Goblet
3656,Enterocyte (Mid Villus)
3657,Enterocyte (Mid Villus)
3658,Removed
3659,Enterocyte (Top Villus)
3660,B (Plasma)
3661,T (CD8+)
3662,B (Plasma)
3663,Goblet
3664,Enterocyte (Mid Villus)
3665,B (Plasma)
3666,Enterocyte (Bottom Villus)
3667,Goblet
3668,Enterocyte (Mid Villus)
3669,Endothelial
3670,Goblet
3671,Pericyte
3672,Enterocyte (Mid Villus)
3673,B (Plasma)
3674,Goblet
3675,Enterocyte (Top Villus)
3676,Enterocyte (Mid Villus)
3677,B (Plasma)
3678,T (CD8+)
3679,Enterocyte (Mid Villus)
3680,Enterocyte (Bottom Villus)
3681,Enterocyte (Mid Villus)
3682,Endothelial
3683,Enterocyte (Mid Villus)
3684,Stromal
3685,Stem + TA
